tokens,exclusive_related_actions,state_with_label
"['Start', 'internet', 'explorer', 'On', 'the', 'view', 'menu', 'click', 'toolbars', 'and', 'then', 'click', 'customize', 'In', 'the', 'customize', 'toolbar', 'dialog', 'box', 'click', 'the', 'down', 'arrow', 'in', 'the', 'icon', 'options', 'box', 'click', 'large', 'icons', 'and', 'then', 'click', 'close']","{0: [], 7: [], 11: [], 19: [], 28: [], 33: []}","[[ 0.23336001  0.16042     0.050714   ...  0.74722672 -0.61113882
   2.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.50436497 -0.07916367
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.27042252  0.00719359
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'and', 'then', 'type', 'dcomcnfg', 'in', 'the', 'open', 'box', 'Click', 'ok', 'and', 'click', 'the', 'default', 'properties', 'tab', 'Click', 'identify', 'in', 'the', 'default', 'impersonation', 'level', 'box', 'Click', 'apply', 'or', 'ok']","{0: [], 2: [], 6: [], 12: [], 15: [], 20: [], 28: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.36634386  0.01540447
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.14350574 -0.4483403
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ...  0.02444205  0.42121428
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'internet', 'explorer', 'On', 'the', 'tools', 'menu', 'click', 'internet', 'options', 'On', 'the', 'general', 'tab', 'click', 'accessibility', 'Click', 'to', 'select', 'the', 'ignore', 'font', 'sizes', 'specified', 'on', 'web', 'pages', 'check', 'box', 'Click', 'ok', 'twice']","{0: [], 7: [], 14: [], 16: [], 18: [], 29: []}","[[ 0.23336001  0.16042     0.050714   ...  0.74722672 -0.61113882
   2.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.50436497 -0.07916367
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.27042252  0.00719359
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'my', 'computer', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'file', 'types', 'tab', 'Under', 'registered', 'file', 'types', 'click', 'to', 'select', 'doc', 'microsoft', 'word', 'document', 'or', 'xls', 'microsoft', 'excel', 'worksheet', 'and', 'then', 'click', 'advanced', 'Click', 'to', 'clear', 'the', 'confirm', 'open', 'after', 'download', 'check', 'box', 'and', 'then', 'click', 'ok']","{0: [], 7: [], 10: [], 19: [], 21: [], 33: [], 35: [], 37: [], 47: []}","[[ 0.          0.          0.         ...  0.35772303 -0.48197272
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.29103863  0.19458395
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ... -0.16973583 -0.77711082
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'my', 'computer', 'and', 'then', 'click', 'manage', 'Double-Click', 'system', 'tools', 'Double-Click', 'local', 'users', 'and', 'groups', 'Double-Click', 'users', 'On', 'the', 'action', 'menu', 'click', 'new', 'user']","{0: [], 5: [], 7: [], 10: [], 15: [], 21: []}","[[ 0.          0.          0.         ...  0.37842321 -0.19613473
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.29288244  0.39002025
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ...  0.08440583 -0.50286907
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'keyboard', 'click', 'the', 'input', 'locales', 'tab', 'and', 'then', 'click', 'add', 'In', 'the', 'input', 'locale', 'box', 'click', 'basque', 'In', 'the', 'keyboard', 'layout/ime', 'box', 'click', 'spanish', 'variation', 'Click', 'ok', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 10: [], 12: [], 19: [], 26: [], 33: [], 36: [], 40: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.22501497  0.11163552
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.14974312 -0.11130046
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55564862  0.35249931
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'accessories', 'point', 'to', 'accessability', 'and', 'then', 'click', 'magnifier', 'Click', 'the', 'follow', 'mouse', 'cursor', 'check', 'box', 'to', 'select', 'it', 'and', 'then', 'click', 'exit']","{0: [], 2: [], 5: [], 8: [], 13: [], 15: [], 23: [], 27: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.3762807   0.11630972
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.36776868 -0.66083121
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.32707211  0.1210245
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'power', 'options', 'On', 'the', 'advanced', 'tab', 'click', 'to', 'select', 'the', 'prompt', 'for', 'password', 'when', 'computer', 'goes', 'off', 'standby', 'check', 'box', 'Click', 'ok']","{0: [], 2: [], 7: [], 10: [], 17: [], 19: [], 31: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.22501497  0.11163552
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.14974312 -0.11130046
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55564862  0.35249931
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'users', 'and', 'passwords', 'On', 'the', 'advanced', 'tab', 'click', 'advanced']","{0: [], 2: [], 7: [], 10: [], 18: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.22501497  0.11163552
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.14974312 -0.11130046
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55564862  0.35249931
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'users', 'and', 'passwords', 'Click', 'to', 'select', 'the', 'users', 'must', 'enter', 'a', 'user', 'name', 'and', 'password', 'to', 'use', 'this', 'computer', 'check', 'box']","{0: [], 2: [], 7: [], 10: [], 14: [], 16: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.22501497  0.11163552
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.14974312 -0.11130046
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55564862  0.35249931
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'and', 'then', 'click', 'run', 'In', 'the', 'open', 'box', 'type', 'conf.exe', 'and', 'then', 'click', 'ok']","{0: [], 4: [], 10: [], 14: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.12340675 -0.06892686
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.17887118 -0.70628166
   1.        ]
 [-0.071953    0.23127     0.023731   ... -0.44271564  0.09254526
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'system', 'On', 'the', 'advanced', 'tab', 'click', 'startup', 'and', 'recovery', 'Click', 'to', 'clear', 'the', 'automatically', 'reboot', 'check', 'box', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 10: [], 16: [], 20: [], 22: [], 30: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.22501497  0.11163552
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.14974312 -0.11130046
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55564862  0.35249931
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'accessibility', 'options', 'Under', 'filterkeys', 'click', 'settings', 'Under', 'keyboard', 'shortcut', 'click', 'to', 'clear', 'the', 'use', 'shortcut', 'check', 'box']","{0: [], 2: [], 7: [], 10: [], 15: [], 20: [], 22: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.22501497  0.11163552
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.14974312 -0.11130046
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55564862  0.35249931
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'display', 'Click', 'the', 'effects', 'tab', 'Click', 'to', 'clear', 'the', 'show', 'window', 'contents', 'while', 'dragging', 'check', 'box', 'Click', 'ok']","{0: [], 2: [], 7: [], 10: [], 12: [], 16: [], 18: [], 27: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.22501497  0.11163552
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.14974312 -0.11130046
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55564862  0.35249931
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'start', 'menu', 'click', 'help', 'Click', 'the', 'search', 'tab', 'In', 'the', 'type', 'in', 'the', 'keyword', 'to', 'find', 'box', 'type', 'large', 'fonts', 'Click', 'list', 'topics']","{4: [], 6: [], 12: [], 19: [], 22: []}","[[-0.21863    -0.42664     0.51959997 ... -0.18827239  0.09740748
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.20762093  0.02681344
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.93213189 -0.80145353
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'my', 'computer', 'and', 'then', 'right-click', 'local', 'disk', '(c:)', 'Click', 'properties', 'and', 'then', 'click', 'tools', 'In', 'error-checking', 'click', 'check', 'now']","{0: [], 5: [], 9: [], 13: [], 17: []}","[[ 0.          0.          0.         ...  0.57748508 -0.08915611
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.26749498  0.21611874
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ...  0.06461758 -0.00997857
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'local', 'security', 'policy', 'In', 'the', 'left', 'pane', 'click', 'local', 'policies', 'and', 'then', 'in', 'the', 'right', 'pane', 'double-click', 'security', 'options', 'In', 'the', 'right', 'pane', 'double-click', 'secure', 'channel:', 'digitally', 'encrypt', 'or', 'sign', 'secure', 'channel', 'data', '(always)', 'In', 'the', 'local', 'security', 'policy', 'setting', 'dialog', 'box', 'click', 'disabled', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 5: [], 10: [], 19: [], 28: [], 35: [], 54: [], 58: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.15301901  0.51963842
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.2031755  -0.31704903
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.38514704  0.40728405
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'administrative', 'tools', 'and', 'then', 'double-click', 'event', 'viewer', 'Right-Click', 'the', 'system', 'log', 'file', 'and', 'then', 'click', 'properties', 'Click', 'overwrite', 'as', 'needed', 'or', 'set', 'a', 'larger', 'maximum', 'log', 'file', 'size', 'Click', 'ok']","{0: [], 2: [], 7: [], 10: [], 15: [], 18: [], 25: [], 27: [32], 32: [27], 39: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.22501497  0.11163552
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.14974312 -0.11130046
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55564862  0.35249931
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'system', 'On', 'the', 'hardware', 'tab', 'click', 'device', 'manager', 'In', 'device', 'manager', 'click', 'the', 'plus', 'symbol', 'next', 'to', 'dvd/cd-rom', 'drives', 'and', 'then', 'click', 'your', 'cdrw/dvd', 'drive', 'On', 'the', 'action', 'menu', 'click', 'properties', 'On', 'the', 'properties', 'tab', 'click', 'to', 'select', 'the', 'enable', 'digital', 'cd', 'audio', 'for', 'this', 'cd-rom', 'device', 'Click', 'ok', 'and', 'then', 'restart', 'your', 'computer', 'when', 'you', 'are', 'prompted']","{0: [], 2: [], 7: [], 10: [], 16: [], 22: [], 32: [], 40: [], 46: [], 48: [], 58: [], 62: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.22501497  0.11163552
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.14974312 -0.11130046
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55564862  0.35249931
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'the', 'dial-up', 'adapter', 'and', 'then', 'click', 'properties', 'Click', 'the', 'networking', 'tab', 'In', 'the', 'type', 'of', 'dial-up', 'server', 'i', 'am', 'calling', 'box', 'click', 'ppp:', 'windows', '95/98/nt/2000', 'internet', 'Click', 'settings', 'Click', 'to', 'clear', 'the', 'negotiate', 'multi-link', 'for', 'single', 'link', 'connections', 'check', 'box', 'Click', 'ok', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 12: [], 18: [], 20: [], 34: [], 39: [], 41: [], 43: [], 53: [], 57: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.19437498  0.19431037
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.01189644  0.1104473
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55489177  0.49441218
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'click', 'administrative', 'tools', 'and', 'then', 'double-click', 'local', 'security', 'policy', 'Double-Click', 'local', 'policies', 'Double-Click', 'security', 'options', 'In', 'the', 'right', 'pane', 'double-click', 'prevent', 'users', 'from', 'installing', 'printer', 'drivers', 'Click', 'disabled', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 5: [], 10: [], 14: [], 17: [], 24: [], 31: [], 35: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.16518483  0.41846928
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.08908758 -0.28322297
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.72097117  0.16067357
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'in', 'the', 'open', 'box', 'type', 'secpol.msc', 'and', 'then', 'click', 'ok', 'Double-Click', 'local', 'policies', 'Double-Click', 'user', 'rights', 'assignment', 'Double-Click', 'back', 'up', 'files', 'and', 'directories', 'Click', 'add', 'and', 'then', 'double-click', 'the', 'administrators', 'group', 'Click', 'ok']","{0: [], 2: [], 8: [], 12: [], 14: [], 17: [], 21: [], 27: [], 31: [], 35: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.11285686  0.08347221
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.0482083  -0.504471
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ... -0.09894182  0.33392274
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
