tokens,act_ind,act_inds,obj_inds,state_with_label
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'regional', 'options', 'Under', 'language', 'settings', 'for', 'the', 'system', 'click', 'to', 'select', 'the', 'japanese', 'check', 'box']",21,"[19, 21]","[[23, 24, 25], []]","[[-1.75999999e-01  4.06000018e-02 -6.97999969e-02 ...  1.97899997e-01
   2.10000000e+01  1.00000000e+00]
 [-1.24600001e-01  8.60000029e-03  8.99999961e-03 ...  5.15000001e-02
   2.00000000e+01  1.00000000e+00]
 [ 5.57000004e-02  4.12999988e-02 -1.43999998e-02 ...  4.85999994e-02
   1.90000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Under', 'language', 'settings', 'for', 'the', 'system', 'click', 'to', 'select', 'the', 'japanese', 'check', 'box', 'In', 'the', 'your', 'locale', '(location)', 'list', 'click', 'japanese', 'and', 'then', 'click', 'ok']",19,"[19, 23]","[[20], []]","[[-4.14999984e-02 -3.08999997e-02 -1.51000004e-02 ... -8.10000021e-03
   1.90000000e+01  1.00000000e+00]
 [-7.49000013e-02 -8.65999982e-02  1.33300006e-01 ... -4.91000004e-02
   1.80000000e+01  1.00000000e+00]
 [ 4.80999984e-02  1.34299994e-01  7.11999983e-02 ... -3.53999995e-02
   1.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Under', 'language', 'settings', 'for', 'the', 'system', 'click', 'to', 'select', 'the', 'japanese', 'check', 'box', 'In', 'the', 'your', 'locale', '(location)', 'list', 'click', 'japanese', 'and', 'then', 'click', 'ok']",23,"[19, 23]","[[24], []]","[[-4.14999984e-02 -3.08999997e-02 -1.51000004e-02 ... -8.10000021e-03
   2.30000000e+01  1.00000000e+00]
 [-7.49000013e-02 -8.65999982e-02  1.33300006e-01 ... -4.91000004e-02
   2.20000000e+01  1.00000000e+00]
 [ 4.80999984e-02  1.34299994e-01  7.11999983e-02 ... -3.53999995e-02
   2.10000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",0,"[0, 2, 5, 10]","[[1], []]","[[-0.176   0.0406 -0.0698 ...  0.1979  0.      1.    ]
 [-0.1246  0.0086  0.009  ...  0.0515  1.      2.    ]
 [ 0.0557  0.0413 -0.0144 ...  0.0486  2.      1.    ]
 ...
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",2,"[0, 2, 5, 10]","[[4], []]","[[-0.176   0.0406 -0.0698 ...  0.1979  2.      1.    ]
 [-0.1246  0.0086  0.009  ...  0.0515  1.      1.    ]
 [ 0.0557  0.0413 -0.0144 ...  0.0486  0.      1.    ]
 ...
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",5,"[0, 2, 5, 10]","[[6, 7], []]","[[-0.176   0.0406 -0.0698 ...  0.1979  5.      1.    ]
 [-0.1246  0.0086  0.009  ...  0.0515  4.      1.    ]
 [ 0.0557  0.0413 -0.0144 ...  0.0486  3.      1.    ]
 ...
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",10,"[0, 2, 5, 10]","[[11], []]","[[-1.75999999e-01  4.06000018e-02 -6.97999969e-02 ...  1.97899997e-01
   1.00000000e+01  1.00000000e+00]
 [-1.24600001e-01  8.60000029e-03  8.99999961e-03 ...  5.15000001e-02
   9.00000000e+00  1.00000000e+00]
 [ 5.57000004e-02  4.12999988e-02 -1.43999998e-02 ...  4.85999994e-02
   8.00000000e+00  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system', 'On', 'the', 'hardware', 'tab', 'click', 'device', 'manager']",16,[16],"[[17, 18], []]","[[-1.75999999e-01  4.06000018e-02 -6.97999969e-02 ...  1.97899997e-01
   1.60000000e+01  1.00000000e+00]
 [-1.24600001e-01  8.60000029e-03  8.99999961e-03 ...  5.15000001e-02
   1.50000000e+01  1.00000000e+00]
 [ 5.57000004e-02  4.12999988e-02 -1.43999998e-02 ...  4.85999994e-02
   1.40000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",0,"[0, 2, 5, 10]","[[1], []]","[[-0.176   0.0406 -0.0698 ...  0.1979  0.      1.    ]
 [-0.1246  0.0086  0.009  ...  0.0515  1.      2.    ]
 [ 0.0557  0.0413 -0.0144 ...  0.0486  2.      1.    ]
 ...
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",2,"[0, 2, 5, 10]","[[4], []]","[[-0.176   0.0406 -0.0698 ...  0.1979  2.      1.    ]
 [-0.1246  0.0086  0.009  ...  0.0515  1.      1.    ]
 [ 0.0557  0.0413 -0.0144 ...  0.0486  0.      1.    ]
 ...
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",5,"[0, 2, 5, 10]","[[6, 7], []]","[[-0.176   0.0406 -0.0698 ...  0.1979  5.      1.    ]
 [-0.1246  0.0086  0.009  ...  0.0515  4.      1.    ]
 [ 0.0557  0.0413 -0.0144 ...  0.0486  3.      1.    ]
 ...
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",10,"[0, 2, 5, 10]","[[11], []]","[[-1.75999999e-01  4.06000018e-02 -6.97999969e-02 ...  1.97899997e-01
   1.00000000e+01  1.00000000e+00]
 [-1.24600001e-01  8.60000029e-03  8.99999961e-03 ...  5.15000001e-02
   9.00000000e+00  1.00000000e+00]
 [ 5.57000004e-02  4.12999988e-02 -1.43999998e-02 ...  4.85999994e-02
   8.00000000e+00  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display', 'Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings']",12,"[12, 17, 29]","[[14, 15, 16], []]","[[-1.75999999e-01  4.06000018e-02 -6.97999969e-02 ...  1.97899997e-01
   1.20000000e+01  1.00000000e+00]
 [-1.24600001e-01  8.60000029e-03  8.99999961e-03 ...  5.15000001e-02
   1.10000000e+01  1.00000000e+00]
 [ 5.57000004e-02  4.12999988e-02 -1.43999998e-02 ...  4.85999994e-02
   1.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display', 'Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings']",17,"[12, 17, 29]","[[19, 20, 21], []]","[[-1.75999999e-01  4.06000018e-02 -6.97999969e-02 ...  1.97899997e-01
   1.70000000e+01  1.00000000e+00]
 [-1.24600001e-01  8.60000029e-03  8.99999961e-03 ...  5.15000001e-02
   1.60000000e+01  1.00000000e+00]
 [ 5.57000004e-02  4.12999988e-02 -1.43999998e-02 ...  4.85999994e-02
   1.50000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display', 'Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings']",29,"[12, 17, 29]","[[30], []]","[[-1.75999999e-01  4.06000018e-02 -6.97999969e-02 ...  1.97899997e-01
   2.90000000e+01  1.00000000e+00]
 [-1.24600001e-01  8.60000029e-03  8.99999961e-03 ...  5.15000001e-02
   2.80000000e+01  1.00000000e+00]
 [ 5.57000004e-02  4.12999988e-02 -1.43999998e-02 ...  4.85999994e-02
   2.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",19,"[19, 21, 31, 35]","[[-1], []]","[[-1.75999999e-01  4.06000018e-02 -6.97999969e-02 ...  1.97899997e-01
   1.90000000e+01  1.00000000e+00]
 [ 8.96999985e-02  1.60000008e-02 -5.71000017e-02 ... -2.59000007e-02
   1.80000000e+01  1.00000000e+00]
 [-5.70000010e-03 -1.61000006e-02 -8.96999985e-02 ... -8.47999975e-02
   1.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",21,"[19, 21, 31, 35]","[[23, 24, 25, 26], []]","[[-1.75999999e-01  4.06000018e-02 -6.97999969e-02 ...  1.97899997e-01
   2.10000000e+01  1.00000000e+00]
 [ 8.96999985e-02  1.60000008e-02 -5.71000017e-02 ... -2.59000007e-02
   2.00000000e+01  1.00000000e+00]
 [-5.70000010e-03 -1.61000006e-02 -8.96999985e-02 ... -8.47999975e-02
   1.90000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",31,"[19, 21, 31, 35]","[[32], []]","[[-1.75999999e-01  4.06000018e-02 -6.97999969e-02 ...  1.97899997e-01
   3.10000000e+01  1.00000000e+00]
 [ 8.96999985e-02  1.60000008e-02 -5.71000017e-02 ... -2.59000007e-02
   3.00000000e+01  1.00000000e+00]
 [-5.70000010e-03 -1.61000006e-02 -8.96999985e-02 ... -8.47999975e-02
   2.90000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",35,"[19, 21, 31, 35]","[[36], []]","[[-1.75999999e-01  4.06000018e-02 -6.97999969e-02 ...  1.97899997e-01
   3.50000000e+01  1.00000000e+00]
 [ 8.96999985e-02  1.60000008e-02 -5.71000017e-02 ... -2.59000007e-02
   3.40000000e+01  1.00000000e+00]
 [-5.70000010e-03 -1.61000006e-02 -8.96999985e-02 ... -8.47999975e-02
   3.30000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties']",0,"[0, 10]","[[2, 3, 4], []]","[[-0.1957  0.1184 -0.2198 ... -0.061   0.      1.    ]
 [ 0.0897  0.016  -0.0571 ... -0.0259  1.      1.    ]
 [-0.0533  0.0041 -0.1233 ... -0.0317  2.      2.    ]
 ...
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]
 [ 0.      0.      0.     ...  0.      0.      1.    ]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties']",10,"[0, 10]","[[11], []]","[[-1.95700005e-01  1.18400000e-01 -2.19799995e-01 ... -6.10000007e-02
   1.00000000e+01  1.00000000e+00]
 [ 8.96999985e-02  1.60000008e-02 -5.71000017e-02 ... -2.59000007e-02
   9.00000000e+00  1.00000000e+00]
 [-5.33000007e-02  4.10000002e-03 -1.23300001e-01 ... -3.17000002e-02
   8.00000000e+00  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties', 'On', 'the', 'security', 'tab', 'click', 'the', 'internet', 'icon', 'and', 'then', 'click', 'custom', 'level']",16,"[16, 22]","[[18, 19], []]","[[-1.95700005e-01  1.18400000e-01 -2.19799995e-01 ... -6.10000007e-02
   1.60000000e+01  1.00000000e+00]
 [ 8.96999985e-02  1.60000008e-02 -5.71000017e-02 ... -2.59000007e-02
   1.50000000e+01  1.00000000e+00]
 [-5.33000007e-02  4.10000002e-03 -1.23300001e-01 ... -3.17000002e-02
   1.40000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties', 'On', 'the', 'security', 'tab', 'click', 'the', 'internet', 'icon', 'and', 'then', 'click', 'custom', 'level']",22,"[16, 22]","[[23, 24], []]","[[-1.95700005e-01  1.18400000e-01 -2.19799995e-01 ... -6.10000007e-02
   2.20000000e+01  1.00000000e+00]
 [ 8.96999985e-02  1.60000008e-02 -5.71000017e-02 ... -2.59000007e-02
   2.10000000e+01  1.00000000e+00]
 [-5.33000007e-02  4.10000002e-03 -1.23300001e-01 ... -3.17000002e-02
   2.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
