tokens,exclusive_related_actions,state_with_label
"['Start', 'internet', 'explorer', 'On', 'the', 'tools', 'menu', 'click', 'internet', 'options', 'On', 'the', 'general', 'tab', 'click', 'accessibility', 'Click', 'to', 'select', 'the', 'ignore', 'font', 'sizes', 'specified', 'on', 'web', 'pages', 'check', 'box', 'Click', 'ok', 'twice']","{0: [], 7: [], 14: [], 16: [], 18: [], 29: []}","[[ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   2.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.76502001  0.65232003
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.030846   -0.59592998
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'my', 'computer', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'file', 'types', 'tab', 'Under', 'registered', 'file', 'types', 'click', 'to', 'select', 'doc', 'microsoft', 'word', 'document', 'or', 'xls', 'microsoft', 'excel', 'worksheet', 'and', 'then', 'click', 'advanced', 'Click', 'to', 'clear', 'the', 'confirm', 'open', 'after', 'download', 'check', 'box', 'and', 'then', 'click', 'ok']","{0: [], 7: [], 10: [], 19: [], 21: [], 33: [], 35: [], 37: [], 47: []}","[[ 0.          0.          0.         ...  0.          0.
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.31466001  1.00870001
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ...  0.91289002 -0.30926999
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'my', 'computer', 'and', 'then', 'click', 'manage', 'Double-Click', 'system', 'tools', 'Double-Click', 'local', 'users', 'and', 'groups', 'Double-Click', 'users', 'On', 'the', 'action', 'menu', 'click', 'new', 'user']","{0: [], 5: [], 7: [], 10: [], 15: [], 21: []}","[[ 0.          0.          0.         ...  0.          0.
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.31466001  1.00870001
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ...  0.91289002 -0.30926999
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'keyboard', 'click', 'the', 'input', 'locales', 'tab', 'and', 'then', 'click', 'add', 'In', 'the', 'input', 'locale', 'box', 'click', 'basque', 'In', 'the', 'keyboard', 'layout/ime', 'box', 'click', 'spanish', 'variation', 'Click', 'ok', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 10: [], 12: [], 19: [], 26: [], 33: [], 36: [], 40: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'accessories', 'point', 'to', 'accessability', 'and', 'then', 'click', 'magnifier', 'Click', 'the', 'follow', 'mouse', 'cursor', 'check', 'box', 'to', 'select', 'it', 'and', 'then', 'click', 'exit']","{0: [], 2: [], 5: [], 8: [], 13: [], 15: [], 23: [], 27: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'power', 'options', 'On', 'the', 'advanced', 'tab', 'click', 'to', 'select', 'the', 'prompt', 'for', 'password', 'when', 'computer', 'goes', 'off', 'standby', 'check', 'box', 'Click', 'ok']","{0: [], 2: [], 7: [], 10: [], 17: [], 19: [], 31: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'users', 'and', 'passwords', 'On', 'the', 'advanced', 'tab', 'click', 'advanced']","{0: [], 2: [], 7: [], 10: [], 18: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'users', 'and', 'passwords', 'Click', 'to', 'select', 'the', 'users', 'must', 'enter', 'a', 'user', 'name', 'and', 'password', 'to', 'use', 'this', 'computer', 'check', 'box']","{0: [], 2: [], 7: [], 10: [], 14: [], 16: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'and', 'then', 'click', 'run', 'In', 'the', 'open', 'box', 'type', 'conf.exe', 'and', 'then', 'click', 'ok']","{0: [], 4: [], 10: [], 14: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.86894     0.19539
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'system', 'On', 'the', 'advanced', 'tab', 'click', 'startup', 'and', 'recovery', 'Click', 'to', 'clear', 'the', 'automatically', 'reboot', 'check', 'box', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 10: [], 16: [], 20: [], 22: [], 30: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'accessibility', 'options', 'Under', 'filterkeys', 'click', 'settings', 'Under', 'keyboard', 'shortcut', 'click', 'to', 'clear', 'the', 'use', 'shortcut', 'check', 'box']","{0: [], 2: [], 7: [], 10: [], 15: [], 20: [], 22: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'display', 'Click', 'the', 'effects', 'tab', 'Click', 'to', 'clear', 'the', 'show', 'window', 'contents', 'while', 'dragging', 'check', 'box', 'Click', 'ok']","{0: [], 2: [], 7: [], 10: [], 12: [], 16: [], 18: [], 27: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'start', 'menu', 'click', 'help', 'Click', 'the', 'search', 'tab', 'In', 'the', 'type', 'in', 'the', 'keyword', 'to', 'find', 'box', 'type', 'large', 'fonts', 'Click', 'list', 'topics']","{4: [], 6: [], 12: [], 19: [], 22: []}","[[-0.21863    -0.42664     0.51959997 ...  1.38160002  0.18084
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.82779998  0.27061999
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'my', 'computer', 'and', 'then', 'right-click', 'local', 'disk', '(c:)', 'Click', 'properties', 'and', 'then', 'click', 'tools', 'In', 'error-checking', 'click', 'check', 'now']","{0: [], 5: [], 9: [], 13: [], 17: []}","[[ 0.          0.          0.         ...  0.          0.
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.31466001  1.00870001
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ...  0.91289002 -0.30926999
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'local', 'security', 'policy', 'In', 'the', 'left', 'pane', 'click', 'local', 'policies', 'and', 'then', 'in', 'the', 'right', 'pane', 'double-click', 'security', 'options', 'In', 'the', 'right', 'pane', 'double-click', 'secure', 'channel:', 'digitally', 'encrypt', 'or', 'sign', 'secure', 'channel', 'data', '(always)', 'In', 'the', 'local', 'security', 'policy', 'setting', 'dialog', 'box', 'click', 'disabled', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 5: [], 10: [], 19: [], 28: [], 35: [], 54: [], 58: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'administrative', 'tools', 'and', 'then', 'double-click', 'event', 'viewer', 'Right-Click', 'the', 'system', 'log', 'file', 'and', 'then', 'click', 'properties', 'Click', 'overwrite', 'as', 'needed', 'or', 'set', 'a', 'larger', 'maximum', 'log', 'file', 'size', 'Click', 'ok']","{0: [], 2: [], 7: [], 10: [], 15: [], 18: [], 25: [], 27: [32], 32: [27], 39: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'system', 'On', 'the', 'hardware', 'tab', 'click', 'device', 'manager', 'In', 'device', 'manager', 'click', 'the', 'plus', 'symbol', 'next', 'to', 'dvd/cd-rom', 'drives', 'and', 'then', 'click', 'your', 'cdrw/dvd', 'drive', 'On', 'the', 'action', 'menu', 'click', 'properties', 'On', 'the', 'properties', 'tab', 'click', 'to', 'select', 'the', 'enable', 'digital', 'cd', 'audio', 'for', 'this', 'cd-rom', 'device', 'Click', 'ok', 'and', 'then', 'restart', 'your', 'computer', 'when', 'you', 'are', 'prompted']","{0: [], 2: [], 7: [], 10: [], 16: [], 22: [], 32: [], 40: [], 46: [], 48: [], 58: [], 62: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'the', 'dial-up', 'adapter', 'and', 'then', 'click', 'properties', 'Click', 'the', 'networking', 'tab', 'In', 'the', 'type', 'of', 'dial-up', 'server', 'i', 'am', 'calling', 'box', 'click', 'ppp:', 'windows', '95/98/nt/2000', 'internet', 'Click', 'settings', 'Click', 'to', 'clear', 'the', 'negotiate', 'multi-link', 'for', 'single', 'link', 'connections', 'check', 'box', 'Click', 'ok', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 12: [], 18: [], 20: [], 34: [], 39: [], 41: [], 43: [], 53: [], 57: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'click', 'administrative', 'tools', 'and', 'then', 'double-click', 'local', 'security', 'policy', 'Double-Click', 'local', 'policies', 'Double-Click', 'security', 'options', 'In', 'the', 'right', 'pane', 'double-click', 'prevent', 'users', 'from', 'installing', 'printer', 'drivers', 'Click', 'disabled', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 5: [], 10: [], 14: [], 17: [], 24: [], 31: [], 35: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'in', 'the', 'open', 'box', 'type', 'secpol.msc', 'and', 'then', 'click', 'ok', 'Double-Click', 'local', 'policies', 'Double-Click', 'user', 'rights', 'assignment', 'Double-Click', 'back', 'up', 'files', 'and', 'directories', 'Click', 'add', 'and', 'then', 'double-click', 'the', 'administrators', 'group', 'Click', 'ok']","{0: [], 2: [], 8: [], 12: [], 14: [], 17: [], 21: [], 27: [], 31: [], 35: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
