tokens,exclusive_related_actions,state_with_label
"['Start', 'internet', 'explorer', 'On', 'the', 'view', 'menu', 'click', 'toolbars', 'and', 'then', 'click', 'customize', 'In', 'the', 'customize', 'toolbar', 'dialog', 'box', 'click', 'the', 'down', 'arrow', 'in', 'the', 'icon', 'options', 'box', 'click', 'large', 'icons', 'and', 'then', 'click', 'close']","{0: [], 7: [], 11: [], 19: [], 28: [], 33: []}","[[ 0.23336001  0.16042     0.050714   ... -0.16689648 -0.20748395
   2.        ]
 [ 0.17614     0.0020898   0.14669999 ... -0.10560615  0.41134131
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.10077868 -0.03251583
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'and', 'then', 'type', 'dcomcnfg', 'in', 'the', 'open', 'box', 'Click', 'ok', 'and', 'click', 'the', 'default', 'properties', 'tab', 'Click', 'identify', 'in', 'the', 'default', 'impersonation', 'level', 'box', 'Click', 'apply', 'or', 'ok']","{0: [], 2: [], 6: [], 12: [], 15: [], 20: [], 28: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.1463166   0.44572237
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.00934332  0.43634447
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ... -0.05676278  0.52564996
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'internet', 'explorer', 'On', 'the', 'tools', 'menu', 'click', 'internet', 'options', 'On', 'the', 'general', 'tab', 'click', 'accessibility', 'Click', 'to', 'select', 'the', 'ignore', 'font', 'sizes', 'specified', 'on', 'web', 'pages', 'check', 'box', 'Click', 'ok', 'twice']","{0: [], 7: [], 14: [], 16: [], 18: [], 29: []}","[[ 0.23336001  0.16042     0.050714   ... -0.16689648 -0.20748395
   2.        ]
 [ 0.17614     0.0020898   0.14669999 ... -0.10560615  0.41134131
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.10077868 -0.03251583
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'my', 'computer', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'file', 'types', 'tab', 'Under', 'registered', 'file', 'types', 'click', 'to', 'select', 'doc', 'microsoft', 'word', 'document', 'or', 'xls', 'microsoft', 'excel', 'worksheet', 'and', 'then', 'click', 'advanced', 'Click', 'to', 'clear', 'the', 'confirm', 'open', 'after', 'download', 'check', 'box', 'and', 'then', 'click', 'ok']","{0: [], 7: [], 10: [], 19: [], 21: [], 33: [], 35: [], 37: [], 47: []}","[[ 0.          0.          0.         ... -0.13456902  0.22056143
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.19683173  0.39271411
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ... -0.05176385  0.59074455
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'my', 'computer', 'and', 'then', 'click', 'manage', 'Double-Click', 'system', 'tools', 'Double-Click', 'local', 'users', 'and', 'groups', 'Double-Click', 'users', 'On', 'the', 'action', 'menu', 'click', 'new', 'user']","{0: [], 5: [], 7: [], 10: [], 15: [], 21: []}","[[ 0.          0.          0.         ... -0.06845347  0.32206333
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.09697556  0.29552871
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ... -0.26113746  0.47024029
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'keyboard', 'click', 'the', 'input', 'locales', 'tab', 'and', 'then', 'click', 'add', 'In', 'the', 'input', 'locale', 'box', 'click', 'basque', 'In', 'the', 'keyboard', 'layout/ime', 'box', 'click', 'spanish', 'variation', 'Click', 'ok', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 10: [], 12: [], 19: [], 26: [], 33: [], 36: [], 40: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.16190204  0.4007301
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.11415233  0.69063377
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.11540128  0.49702913
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'accessories', 'point', 'to', 'accessability', 'and', 'then', 'click', 'magnifier', 'Click', 'the', 'follow', 'mouse', 'cursor', 'check', 'box', 'to', 'select', 'it', 'and', 'then', 'click', 'exit']","{0: [], 2: [], 5: [], 8: [], 13: [], 15: [], 23: [], 27: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.20265518  0.24467805
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.03755301  0.54087162
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.08995335  0.33360383
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'power', 'options', 'On', 'the', 'advanced', 'tab', 'click', 'to', 'select', 'the', 'prompt', 'for', 'password', 'when', 'computer', 'goes', 'off', 'standby', 'check', 'box', 'Click', 'ok']","{0: [], 2: [], 7: [], 10: [], 17: [], 19: [], 31: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.16190204  0.4007301
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.11415233  0.69063377
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.11540128  0.49702913
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'users', 'and', 'passwords', 'On', 'the', 'advanced', 'tab', 'click', 'advanced']","{0: [], 2: [], 7: [], 10: [], 18: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.16190204  0.4007301
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.11415233  0.69063377
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.11540128  0.49702913
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'users', 'and', 'passwords', 'Click', 'to', 'select', 'the', 'users', 'must', 'enter', 'a', 'user', 'name', 'and', 'password', 'to', 'use', 'this', 'computer', 'check', 'box']","{0: [], 2: [], 7: [], 10: [], 14: [], 16: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.16190204  0.4007301
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.11415233  0.69063377
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.11540128  0.49702913
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'and', 'then', 'click', 'run', 'In', 'the', 'open', 'box', 'type', 'conf.exe', 'and', 'then', 'click', 'ok']","{0: [], 4: [], 10: [], 14: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.13248754  0.49752021
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.02104733  0.32295096
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.04598499  0.47013879
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'system', 'On', 'the', 'advanced', 'tab', 'click', 'startup', 'and', 'recovery', 'Click', 'to', 'clear', 'the', 'automatically', 'reboot', 'check', 'box', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 10: [], 16: [], 20: [], 22: [], 30: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.16190204  0.4007301
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.11415233  0.69063377
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.11540128  0.49702913
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'accessibility', 'options', 'Under', 'filterkeys', 'click', 'settings', 'Under', 'keyboard', 'shortcut', 'click', 'to', 'clear', 'the', 'use', 'shortcut', 'check', 'box']","{0: [], 2: [], 7: [], 10: [], 15: [], 20: [], 22: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.16190204  0.4007301
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.11415233  0.69063377
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.11540128  0.49702913
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'display', 'Click', 'the', 'effects', 'tab', 'Click', 'to', 'clear', 'the', 'show', 'window', 'contents', 'while', 'dragging', 'check', 'box', 'Click', 'ok']","{0: [], 2: [], 7: [], 10: [], 12: [], 16: [], 18: [], 27: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.16190204  0.4007301
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.11415233  0.69063377
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.11540128  0.49702913
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'start', 'menu', 'click', 'help', 'Click', 'the', 'search', 'tab', 'In', 'the', 'type', 'in', 'the', 'keyword', 'to', 'find', 'box', 'type', 'large', 'fonts', 'Click', 'list', 'topics']","{4: [], 6: [], 12: [], 19: [], 22: []}","[[-0.21863    -0.42664     0.51959997 ...  0.12799564  1.06012774
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ... -0.0129999   0.74409413
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.04556028  0.60698998
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'my', 'computer', 'and', 'then', 'right-click', 'local', 'disk', '(c:)', 'Click', 'properties', 'and', 'then', 'click', 'tools', 'In', 'error-checking', 'click', 'check', 'now']","{0: [], 5: [], 9: [], 13: [], 17: []}","[[ 0.          0.          0.         ... -0.22164291  0.44353524
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.11749683  0.1507756
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ... -0.16697492  0.59353757
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'local', 'security', 'policy', 'In', 'the', 'left', 'pane', 'click', 'local', 'policies', 'and', 'then', 'in', 'the', 'right', 'pane', 'double-click', 'security', 'options', 'In', 'the', 'right', 'pane', 'double-click', 'secure', 'channel:', 'digitally', 'encrypt', 'or', 'sign', 'secure', 'channel', 'data', '(always)', 'In', 'the', 'local', 'security', 'policy', 'setting', 'dialog', 'box', 'click', 'disabled', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 5: [], 10: [], 19: [], 28: [], 35: [], 54: [], 58: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.14645655  0.32907751
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.06030949  0.62361956
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.07313262  0.33440691
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'administrative', 'tools', 'and', 'then', 'double-click', 'event', 'viewer', 'Right-Click', 'the', 'system', 'log', 'file', 'and', 'then', 'click', 'properties', 'Click', 'overwrite', 'as', 'needed', 'or', 'set', 'a', 'larger', 'maximum', 'log', 'file', 'size', 'Click', 'ok']","{0: [], 2: [], 7: [], 10: [], 15: [], 18: [], 25: [], 27: [32], 32: [27], 39: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.16190204  0.4007301
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.11415233  0.69063377
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.11540128  0.49702913
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'system', 'On', 'the', 'hardware', 'tab', 'click', 'device', 'manager', 'In', 'device', 'manager', 'click', 'the', 'plus', 'symbol', 'next', 'to', 'dvd/cd-rom', 'drives', 'and', 'then', 'click', 'your', 'cdrw/dvd', 'drive', 'On', 'the', 'action', 'menu', 'click', 'properties', 'On', 'the', 'properties', 'tab', 'click', 'to', 'select', 'the', 'enable', 'digital', 'cd', 'audio', 'for', 'this', 'cd-rom', 'device', 'Click', 'ok', 'and', 'then', 'restart', 'your', 'computer', 'when', 'you', 'are', 'prompted']","{0: [], 2: [], 7: [], 10: [], 16: [], 22: [], 32: [], 40: [], 46: [], 48: [], 58: [], 62: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.16190204  0.4007301
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.11415233  0.69063377
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.11540128  0.49702913
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'the', 'dial-up', 'adapter', 'and', 'then', 'click', 'properties', 'Click', 'the', 'networking', 'tab', 'In', 'the', 'type', 'of', 'dial-up', 'server', 'i', 'am', 'calling', 'box', 'click', 'ppp:', 'windows', '95/98/nt/2000', 'internet', 'Click', 'settings', 'Click', 'to', 'clear', 'the', 'negotiate', 'multi-link', 'for', 'single', 'link', 'connections', 'check', 'box', 'Click', 'ok', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 12: [], 18: [], 20: [], 34: [], 39: [], 41: [], 43: [], 53: [], 57: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.14257082  0.37856615
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.031812    0.51617974
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.19152531  0.36202702
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'click', 'administrative', 'tools', 'and', 'then', 'double-click', 'local', 'security', 'policy', 'Double-Click', 'local', 'policies', 'Double-Click', 'security', 'options', 'In', 'the', 'right', 'pane', 'double-click', 'prevent', 'users', 'from', 'installing', 'printer', 'drivers', 'Click', 'disabled', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 5: [], 10: [], 14: [], 17: [], 24: [], 31: [], 35: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.21637271  0.30089149
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.00393824  0.60151863
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.05814168  0.38856235
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'in', 'the', 'open', 'box', 'type', 'secpol.msc', 'and', 'then', 'click', 'ok', 'Double-Click', 'local', 'policies', 'Double-Click', 'user', 'rights', 'assignment', 'Double-Click', 'back', 'up', 'files', 'and', 'directories', 'Click', 'add', 'and', 'then', 'double-click', 'the', 'administrators', 'group', 'Click', 'ok']","{0: [], 2: [], 8: [], 12: [], 14: [], 17: [], 21: [], 27: [], 31: [], 35: []}","[[-7.66730011e-01 -3.59620005e-01  3.87210011e-01 ... -9.28439051e-02
   3.76894265e-01  2.00000000e+00]
 [ 2.33360007e-01  1.60420001e-01  5.07140011e-02 ...  7.61713609e-02
   4.21406269e-01  1.00000000e+00]
 [-7.66730011e-01 -3.59620005e-01  3.87210011e-01 ...  9.07722861e-04
   4.40285563e-01  2.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
