tokens,act_ind,act_inds,obj_inds,state_with_label
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'regional', 'options', 'Under', 'language', 'settings', 'for', 'the', 'system', 'click', 'to', 'select', 'the', 'japanese', 'check', 'box']",21,"[19, 21]","[[23, 24, 25], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.37928417 21.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.66512471 20.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.58168733 19.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Under', 'language', 'settings', 'for', 'the', 'system', 'click', 'to', 'select', 'the', 'japanese', 'check', 'box', 'In', 'the', 'your', 'locale', '(location)', 'list', 'click', 'japanese', 'and', 'then', 'click', 'ok']",19,"[19, 23]","[[20], []]","[[-0.16233     0.064641    0.25104001 ...  0.58512259 19.
   1.        ]
 [ 0.18519001  0.34110999  0.36096999 ... -0.47119576 18.
   1.        ]
 [-0.54372001  0.33351001  0.26297    ...  0.3089667  17.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Under', 'language', 'settings', 'for', 'the', 'system', 'click', 'to', 'select', 'the', 'japanese', 'check', 'box', 'In', 'the', 'your', 'locale', '(location)', 'list', 'click', 'japanese', 'and', 'then', 'click', 'ok']",23,"[19, 23]","[[24], []]","[[-0.16233     0.064641    0.25104001 ...  0.58512259 23.
   1.        ]
 [ 0.18519001  0.34110999  0.36096999 ... -0.47119576 22.
   1.        ]
 [-0.54372001  0.33351001  0.26297    ...  0.3089667  21.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",0,"[0, 2, 5, 10]","[[1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.37504277  0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.62246448  1.
   2.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.59187889  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",2,"[0, 2, 5, 10]","[[4], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.37504277  2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.62246448  1.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.59187889  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",5,"[0, 2, 5, 10]","[[6, 7], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.37504277  5.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.62246448  4.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.59187889  3.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",10,"[0, 2, 5, 10]","[[11], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.37504277 10.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.62246448  9.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.59187889  8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system', 'On', 'the', 'hardware', 'tab', 'click', 'device', 'manager']",16,[16],"[[17, 18], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.37631729 16.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.66951931 15.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61139506 14.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",0,"[0, 2, 5, 10]","[[1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.39834955  0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.66435033  1.
   2.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.53292936  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",2,"[0, 2, 5, 10]","[[4], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.39834955  2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.66435033  1.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.53292936  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",5,"[0, 2, 5, 10]","[[6, 7], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.39834955  5.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.66435033  4.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.53292936  3.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",10,"[0, 2, 5, 10]","[[11], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.39834955 10.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.66435033  9.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.53292936  8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display', 'Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings']",12,"[12, 17, 29]","[[14, 15, 16], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.42597139 12.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.74038661 11.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.43376112 10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display', 'Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings']",17,"[12, 17, 29]","[[19, 20, 21], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.42597139 17.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.74038661 16.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.43376112 15.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display', 'Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings']",29,"[12, 17, 29]","[[30], []]","[[-7.66730011e-01 -3.59620005e-01  3.87210011e-01 ...  4.25971389e-01
   2.90000000e+01  1.00000000e+00]
 [ 2.33360007e-01  1.60420001e-01  5.07140011e-02 ...  7.40386605e-01
   2.80000000e+01  1.00000000e+00]
 [ 1.72690004e-01 -2.76090000e-02  4.99009997e-01 ...  4.33761120e-01
   2.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",19,"[19, 21, 31, 35]","[[-1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.17792064 19.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.5744139  18.
   1.        ]
 [-0.24429999  0.31736001  0.37316    ...  0.29812151 17.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",21,"[19, 21, 31, 35]","[[23, 24, 25, 26], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.17792064 21.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.5744139  20.
   1.        ]
 [-0.24429999  0.31736001  0.37316    ...  0.29812151 19.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",31,"[19, 21, 31, 35]","[[32], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.17792064 31.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.5744139  30.
   1.        ]
 [-0.24429999  0.31736001  0.37316    ...  0.29812151 29.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",35,"[19, 21, 31, 35]","[[36], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.17792064 35.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.5744139  34.
   1.        ]
 [-0.24429999  0.31736001  0.37316    ...  0.29812151 33.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties']",0,"[0, 10]","[[2, 3, 4], []]","[[ 0.          0.          0.         ...  0.51085907  0.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.4134984   1.
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.32045943  2.
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties']",10,"[0, 10]","[[11], []]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.10859072e-01
   1.00000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  4.13498402e-01
   9.00000000e+00  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ...  3.20459425e-01
   8.00000000e+00  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties', 'On', 'the', 'security', 'tab', 'click', 'the', 'internet', 'icon', 'and', 'then', 'click', 'custom', 'level']",16,"[16, 22]","[[18, 19], []]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.53383148e-01
   1.60000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  4.80579376e-01
   1.50000000e+01  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ...  3.35460067e-01
   1.40000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties', 'On', 'the', 'security', 'tab', 'click', 'the', 'internet', 'icon', 'and', 'then', 'click', 'custom', 'level']",22,"[16, 22]","[[23, 24], []]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.53383148e-01
   2.20000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  4.80579376e-01
   2.10000000e+01  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ...  3.35460067e-01
   2.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['On', 'the', 'security', 'tab', 'click', 'the', 'internet', 'icon', 'and', 'then', 'click', 'custom', 'level', 'Change', 'the', 'run', 'activex', 'controls', 'and', 'plug-ins', 'option', 'to', 'either', 'enable', 'or', 'prompt']",13,[13],"[[15, 16, 17, 19, 20], []]","[[-0.21863    -0.42664     0.51959997 ...  1.04553556 13.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.95462728 12.
   1.        ]
 [-0.54812002 -0.59526002  0.51106    ... -0.40419078 11.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Change', 'the', 'run', 'activex', 'controls', 'and', 'plug-ins', 'option', 'to', 'either', 'enable', 'or', 'prompt', 'Click', 'ok']",13,[13],"[[14], []]","[[-0.21946999  0.11521     0.65302002 ... -0.08877049 13.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.54667652 12.
   1.        ]
 [-0.083289    0.23917     0.07881    ... -0.83775008 11.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'internet', 'explorer']",0,[0],"[[1, 2], []]","[[ 0.23336001  0.16042     0.050714   ... -0.20748395  0.
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.41134131  1.
   2.        ]
 [-0.72951001 -0.16535001  0.85606998 ... -0.03251583  2.
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'internet', 'explorer', 'On', 'the', 'tools', 'menu', 'click', 'internet', 'options']",7,[7],"[[8, 9], []]","[[ 2.33360007e-01  1.60420001e-01  5.07140011e-02 ...  1.85224324e-01
   7.00000000e+00  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ...  6.98209703e-01
   6.00000000e+00  1.00000000e+00]
 [-7.29510009e-01 -1.65350005e-01  8.56069982e-01 ...  2.22884804e-01
   5.00000000e+00  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['On', 'the', 'tools', 'menu', 'click', 'internet', 'options', 'Click', 'the', 'advanced', 'tab']",7,[7],"[[9, 10], []]","[[-0.21863    -0.42664     0.51959997 ...  0.87707871  7.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.86246121  6.
   1.        ]
 [-0.68381     0.76694    -0.40511    ... -0.02112534  5.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'advanced', 'tab', 'Click', 'to', 'clear', 'or', 'select', 'the', 'enable', 'personalized', 'favorites', 'menu', 'check', 'box']",4,"[4, 6, 8]","[[-1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.28715816  4.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.56155825  3.
   1.        ]
 [ 0.30590001  0.81209999  0.11783    ...  0.19284794  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'advanced', 'tab', 'Click', 'to', 'clear', 'or', 'select', 'the', 'enable', 'personalized', 'favorites', 'menu', 'check', 'box']",6,"[4, 6, 8]","[[14, 15], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.28715816  6.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.56155825  5.
   1.        ]
 [ 0.30590001  0.81209999  0.11783    ...  0.19284794  4.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
