tokens,act_ind,act_inds,obj_inds,state_with_label
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'regional', 'options', 'Under', 'language', 'settings', 'for', 'the', 'system', 'click', 'to', 'select', 'the', 'japanese', 'check', 'box']",21,"[19, 21]","[[23, 24, 25], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.37905842 21.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.05217159 20.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.04532939 19.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Under', 'language', 'settings', 'for', 'the', 'system', 'click', 'to', 'select', 'the', 'japanese', 'check', 'box', 'In', 'the', 'your', 'locale', '(location)', 'list', 'click', 'japanese', 'and', 'then', 'click', 'ok']",19,"[19, 23]","[[20], []]","[[-0.16233     0.064641    0.25104001 ...  0.12988399 19.
   1.        ]
 [ 0.18519001  0.34110999  0.36096999 ...  0.41608363 18.
   1.        ]
 [-0.54372001  0.33351001  0.26297    ...  0.27495894 17.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Under', 'language', 'settings', 'for', 'the', 'system', 'click', 'to', 'select', 'the', 'japanese', 'check', 'box', 'In', 'the', 'your', 'locale', '(location)', 'list', 'click', 'japanese', 'and', 'then', 'click', 'ok']",23,"[19, 23]","[[24], []]","[[-0.16233     0.064641    0.25104001 ...  0.12988399 23.
   1.        ]
 [ 0.18519001  0.34110999  0.36096999 ...  0.41608363 22.
   1.        ]
 [-0.54372001  0.33351001  0.26297    ...  0.27495894 21.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",0,"[0, 2, 5, 10]","[[1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.58727628  0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.06127842  1.
   2.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.07960549  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",2,"[0, 2, 5, 10]","[[4], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.58727628  2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.06127842  1.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.07960549  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",5,"[0, 2, 5, 10]","[[6, 7], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.58727628  5.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.06127842  4.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.07960549  3.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",10,"[0, 2, 5, 10]","[[11], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.58727628 10.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.06127842  9.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.07960549  8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system', 'On', 'the', 'hardware', 'tab', 'click', 'device', 'manager']",16,[16],"[[17, 18], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.43819374 16.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.10157464 15.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.02215291 14.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",0,"[0, 2, 5, 10]","[[1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.57188314  0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.01060938  1.
   2.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.05123629  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",2,"[0, 2, 5, 10]","[[4], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.57188314  2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.01060938  1.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.05123629  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",5,"[0, 2, 5, 10]","[[6, 7], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.57188314  5.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.01060938  4.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.05123629  3.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",10,"[0, 2, 5, 10]","[[11], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.57188314 10.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.01060938  9.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.05123629  8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display', 'Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings']",12,"[12, 17, 29]","[[14, 15, 16], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.50279272 12.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.02971596 11.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.02345882 10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display', 'Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings']",17,"[12, 17, 29]","[[19, 20, 21], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.50279272 17.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.02971596 16.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.02345882 15.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display', 'Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings']",29,"[12, 17, 29]","[[30], []]","[[-7.66730011e-01 -3.59620005e-01  3.87210011e-01 ...  5.02792716e-01
   2.90000000e+01  1.00000000e+00]
 [ 2.33360007e-01  1.60420001e-01  5.07140011e-02 ... -2.97159553e-02
   2.80000000e+01  1.00000000e+00]
 [ 1.72690004e-01 -2.76090000e-02  4.99009997e-01 ...  2.34588236e-02
   2.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",19,"[19, 21, 31, 35]","[[-1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.43534958 19.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.32350305 18.
   1.        ]
 [-0.24429999  0.31736001  0.37316    ...  0.46351147 17.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",21,"[19, 21, 31, 35]","[[23, 24, 25, 26], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.43534958 21.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.32350305 20.
   1.        ]
 [-0.24429999  0.31736001  0.37316    ...  0.46351147 19.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",31,"[19, 21, 31, 35]","[[32], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.43534958 31.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.32350305 30.
   1.        ]
 [-0.24429999  0.31736001  0.37316    ...  0.46351147 29.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",35,"[19, 21, 31, 35]","[[36], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.43534958 35.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.32350305 34.
   1.        ]
 [-0.24429999  0.31736001  0.37316    ...  0.46351147 33.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties']",0,"[0, 10]","[[2, 3, 4], []]","[[ 0.          0.          0.         ...  0.00559853  0.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.37973532  1.
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.15608096  2.
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties']",10,"[0, 10]","[[11], []]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.59853017e-03
   1.00000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  3.79735321e-01
   9.00000000e+00  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ...  1.56080961e-01
   8.00000000e+00  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties', 'On', 'the', 'security', 'tab', 'click', 'the', 'internet', 'icon', 'and', 'then', 'click', 'custom', 'level']",16,"[16, 22]","[[18, 19], []]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.69700971e-02
   1.60000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  6.06301785e-01
   1.50000000e+01  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ...  1.10333100e-01
   1.40000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties', 'On', 'the', 'security', 'tab', 'click', 'the', 'internet', 'icon', 'and', 'then', 'click', 'custom', 'level']",22,"[16, 22]","[[23, 24], []]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.69700971e-02
   2.20000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  6.06301785e-01
   2.10000000e+01  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ...  1.10333100e-01
   2.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['On', 'the', 'security', 'tab', 'click', 'the', 'internet', 'icon', 'and', 'then', 'click', 'custom', 'level', 'Change', 'the', 'run', 'activex', 'controls', 'and', 'plug-ins', 'option', 'to', 'either', 'enable', 'or', 'prompt']",13,[13],"[[15, 16, 17, 19, 20], []]","[[-0.21863    -0.42664     0.51959997 ... -0.04321739 13.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27722207 12.
   1.        ]
 [-0.54812002 -0.59526002  0.51106    ...  0.5279991  11.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Change', 'the', 'run', 'activex', 'controls', 'and', 'plug-ins', 'option', 'to', 'either', 'enable', 'or', 'prompt', 'Click', 'ok']",13,[13],"[[14], []]","[[-0.21946999  0.11521     0.65302002 ...  0.10695132 13.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.67977738 12.
   1.        ]
 [-0.083289    0.23917     0.07881    ... -0.17354223 11.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'internet', 'explorer']",0,[0],"[[1, 2], []]","[[ 0.23336001  0.16042     0.050714   ... -0.13090153  0.
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.44657665  1.
   2.        ]
 [-0.72951001 -0.16535001  0.85606998 ... -0.01754175  2.
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'internet', 'explorer', 'On', 'the', 'tools', 'menu', 'click', 'internet', 'options']",7,[7],"[[8, 9], []]","[[ 2.33360007e-01  1.60420001e-01  5.07140011e-02 ...  6.58554286e-02
   7.00000000e+00  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ...  3.03267956e-01
   6.00000000e+00  1.00000000e+00]
 [-7.29510009e-01 -1.65350005e-01  8.56069982e-01 ... -1.91688538e-01
   5.00000000e+00  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['On', 'the', 'tools', 'menu', 'click', 'internet', 'options', 'Click', 'the', 'advanced', 'tab']",7,[7],"[[9, 10], []]","[[-0.21863    -0.42664     0.51959997 ... -0.12179773  7.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.3853929   6.
   1.        ]
 [-0.68381     0.76694    -0.40511    ...  0.55319142  5.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'advanced', 'tab', 'Click', 'to', 'clear', 'or', 'select', 'the', 'enable', 'personalized', 'favorites', 'menu', 'check', 'box']",4,"[4, 6, 8]","[[-1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.32417011  4.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.41178143  3.
   1.        ]
 [ 0.30590001  0.81209999  0.11783    ...  0.28928381  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'advanced', 'tab', 'Click', 'to', 'clear', 'or', 'select', 'the', 'enable', 'personalized', 'favorites', 'menu', 'check', 'box']",6,"[4, 6, 8]","[[14, 15], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.32417011  6.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.41178143  5.
   1.        ]
 [ 0.30590001  0.81209999  0.11783    ...  0.28928381  4.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
