tokens,act_ind,act_inds,obj_inds,state_with_label
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'regional', 'options', 'Under', 'language', 'settings', 'for', 'the', 'system', 'click', 'to', 'select', 'the', 'japanese', 'check', 'box']",21,"[19, 21]","[[23, 24, 25], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.30957943 21.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.17264247 20.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.46956691 19.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Under', 'language', 'settings', 'for', 'the', 'system', 'click', 'to', 'select', 'the', 'japanese', 'check', 'box', 'In', 'the', 'your', 'locale', '(location)', 'list', 'click', 'japanese', 'and', 'then', 'click', 'ok']",19,"[19, 23]","[[20], []]","[[-0.16233     0.064641    0.25104001 ...  0.24239364 19.
   1.        ]
 [ 0.18519001  0.34110999  0.36096999 ...  0.59792954 18.
   1.        ]
 [-0.54372001  0.33351001  0.26297    ...  0.81766117 17.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Under', 'language', 'settings', 'for', 'the', 'system', 'click', 'to', 'select', 'the', 'japanese', 'check', 'box', 'In', 'the', 'your', 'locale', '(location)', 'list', 'click', 'japanese', 'and', 'then', 'click', 'ok']",23,"[19, 23]","[[24], []]","[[-0.16233     0.064641    0.25104001 ...  0.24239364 23.
   1.        ]
 [ 0.18519001  0.34110999  0.36096999 ...  0.59792954 22.
   1.        ]
 [-0.54372001  0.33351001  0.26297    ...  0.81766117 21.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",0,"[0, 2, 5, 10]","[[1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.09756846  0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.12633474  1.
   2.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.39084008  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",2,"[0, 2, 5, 10]","[[4], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.09756846  2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.12633474  1.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.39084008  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",5,"[0, 2, 5, 10]","[[6, 7], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.09756846  5.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.12633474  4.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.39084008  3.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system']",10,"[0, 2, 5, 10]","[[11], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.09756846 10.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.12633474  9.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.39084008  8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'the', 'double-click', 'system', 'On', 'the', 'hardware', 'tab', 'click', 'device', 'manager']",16,[16],"[[17, 18], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.27646071 16.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.15281093 15.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.50975507 14.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",0,"[0, 2, 5, 10]","[[1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.13819951  0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.13573302  1.
   2.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.32389647  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",2,"[0, 2, 5, 10]","[[4], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.13819951  2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.13573302  1.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.32389647  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",5,"[0, 2, 5, 10]","[[6, 7], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.13819951  5.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.13573302  4.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.32389647  3.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display']",10,"[0, 2, 5, 10]","[[11], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.13819951 10.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.13573302  9.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.32389647  8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display', 'Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings']",12,"[12, 17, 29]","[[14, 15, 16], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.39561334 12.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.1723657  11.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.27270973 10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display', 'Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings']",17,"[12, 17, 29]","[[19, 20, 21], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.39561334 17.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.1723657  16.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.27270973 15.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'display', 'Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings']",29,"[12, 17, 29]","[[30], []]","[[-7.66730011e-01 -3.59620005e-01  3.87210011e-01 ...  3.95613343e-01
   2.90000000e+01  1.00000000e+00]
 [ 2.33360007e-01  1.60420001e-01  5.07140011e-02 ... -1.72365695e-01
   2.80000000e+01  1.00000000e+00]
 [ 1.72690004e-01 -2.76090000e-02  4.99009997e-01 ...  2.72709727e-01
   2.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",19,"[19, 21, 31, 35]","[[-1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.04334283 19.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ... -0.61105824 18.
   1.        ]
 [-0.24429999  0.31736001  0.37316    ...  0.27080959 17.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",21,"[19, 21, 31, 35]","[[23, 24, 25, 26], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.04334283 21.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ... -0.61105824 20.
   1.        ]
 [-0.24429999  0.31736001  0.37316    ...  0.27080959 19.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",31,"[19, 21, 31, 35]","[[32], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.04334283 31.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ... -0.61105824 30.
   1.        ]
 [-0.24429999  0.31736001  0.37316    ...  0.27080959 29.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'screen', 'saver', 'tab', 'click', 'the', 'channel', 'screen', 'saver', 'in', 'the', 'screen', 'saver', 'box', 'and', 'then', 'click', 'settings', 'Click', 'to', 'select', 'the', 'desired', 'channel', 'screen', 'savers', 'in', 'the', 'channels', 'box', 'click', 'ok', 'and', 'then', 'click', 'ok']",35,"[19, 21, 31, 35]","[[36], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.04334283 35.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ... -0.61105824 34.
   1.        ]
 [-0.24429999  0.31736001  0.37316    ...  0.27080959 33.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties']",0,"[0, 10]","[[2, 3, 4], []]","[[ 0.          0.          0.         ... -0.19898975  0.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.17389175  1.
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ... -0.00676226  2.
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties']",10,"[0, 10]","[[11], []]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.98989749e-01
   1.00000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  1.73891753e-01
   9.00000000e+00  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ... -6.76225871e-03
   8.00000000e+00  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties', 'On', 'the', 'security', 'tab', 'click', 'the', 'internet', 'icon', 'and', 'then', 'click', 'custom', 'level']",16,"[16, 22]","[[18, 19], []]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.66084826e-01
   1.60000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  2.48422492e-02
   1.50000000e+01  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ...  1.61820009e-01
   1.40000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Right-Click', 'the', 'internet', 'explorer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'properties', 'On', 'the', 'security', 'tab', 'click', 'the', 'internet', 'icon', 'and', 'then', 'click', 'custom', 'level']",22,"[16, 22]","[[23, 24], []]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.66084826e-01
   2.20000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  2.48422492e-02
   2.10000000e+01  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ...  1.61820009e-01
   2.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['On', 'the', 'security', 'tab', 'click', 'the', 'internet', 'icon', 'and', 'then', 'click', 'custom', 'level', 'Change', 'the', 'run', 'activex', 'controls', 'and', 'plug-ins', 'option', 'to', 'either', 'enable', 'or', 'prompt']",13,[13],"[[15, 16, 17, 19, 20], []]","[[-0.21863    -0.42664     0.51959997 ... -0.36825845 13.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ... -0.47118253 12.
   1.        ]
 [-0.54812002 -0.59526002  0.51106    ...  0.33951885 11.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Change', 'the', 'run', 'activex', 'controls', 'and', 'plug-ins', 'option', 'to', 'either', 'enable', 'or', 'prompt', 'Click', 'ok']",13,[13],"[[14], []]","[[-0.21946999  0.11521     0.65302002 ... -0.64865834 13.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.1244278  12.
   1.        ]
 [-0.083289    0.23917     0.07881    ...  0.19834307 11.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'internet', 'explorer']",0,[0],"[[1, 2], []]","[[ 0.23336001  0.16042     0.050714   ... -0.61113882  0.
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ... -0.07916367  1.
   2.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.00719359  2.
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'internet', 'explorer', 'On', 'the', 'tools', 'menu', 'click', 'internet', 'options']",7,[7],"[[8, 9], []]","[[ 2.33360007e-01  1.60420001e-01  5.07140011e-02 ... -2.73569822e-01
   7.00000000e+00  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ...  2.10559681e-01
   6.00000000e+00  1.00000000e+00]
 [-7.29510009e-01 -1.65350005e-01  8.56069982e-01 ...  3.69415283e-01
   5.00000000e+00  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['On', 'the', 'tools', 'menu', 'click', 'internet', 'options', 'Click', 'the', 'advanced', 'tab']",7,[7],"[[9, 10], []]","[[-0.21863    -0.42664     0.51959997 ... -0.23555106  7.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ... -0.427349    6.
   1.        ]
 [-0.68381     0.76694    -0.40511    ... -0.25837457  5.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'advanced', 'tab', 'Click', 'to', 'clear', 'or', 'select', 'the', 'enable', 'personalized', 'favorites', 'menu', 'check', 'box']",4,"[4, 6, 8]","[[-1], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.25981063  4.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ... -0.36459583  3.
   1.        ]
 [ 0.30590001  0.81209999  0.11783    ... -0.71053112  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'advanced', 'tab', 'Click', 'to', 'clear', 'or', 'select', 'the', 'enable', 'personalized', 'favorites', 'menu', 'check', 'box']",6,"[4, 6, 8]","[[14, 15], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.25981063  6.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ... -0.36459583  5.
   1.        ]
 [ 0.30590001  0.81209999  0.11783    ... -0.71053112  4.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
